ORDERNUMBER,QUANTITYORDERED,PRODUCTLINE,PRICEEACH,CUSTOMERNAME,PHONE,STATE,ORDERDATE
10246,29,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,05-03-2009 00:00
10259,47,Trucks and Buses,100,Handji Gifts& Co,+65 224 1555,,06-03-2009 00:00
10271,43,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,07-03-2009 00:00
10281,25,Trucks and Buses,100,Diecast Classics Inc.,2155551555,PA,08-03-2009 00:00
10291,48,Trucks and Buses,100,Scandinavian Gift Ideas,0695-34 6555,,09-03-2009 00:00
10305,24,Trucks and Buses,100,Marta's Replicas Co.,6175558555,MA,10-03-2009 00:00
10313,42,Trucks and Buses,100,Canadian Gift Exchange Network,(604) 555-3392,BC,11-03-2009 00:00
10324,31,Trucks and Buses,100,Vitachrome Inc.,2125551500,NY,12-03-2009 00:00
10334,42,Trucks and Buses,100,"Volvo Model Replicas, Co",0921-12 3555,,13-03-2009 00:00
10348,37,Trucks and Buses,100,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,14-03-2009 00:00
10358,41,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,15-03-2009 00:00
10371,20,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,16-03-2009 00:00
10382,20,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,17-03-2009 00:00
10412,70,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,18-03-2009 00:00
10425,49,Trucks and Buses,100,La Rochelle Gifts,40.67.8555,,19-03-2009 00:00
10108,35,Motorcycles,58.87,Cruz & Sons Co.,+63 2 555 3587,,20-03-2009 00:00
10121,32,Motorcycles,76.88,Reims Collectables,26.47.1555,,21-03-2009 00:00
10135,29,Motorcycles,61.64,Mini Gifts Distributors Ltd.,4155551450,CA,22-03-2009 00:00
10145,27,Motorcycles,60.95,Toys4GrownUps.com,6265557265,CA,23-03-2009 00:00
10159,27,Motorcycles,80.34,Corporate Gift Ideas Co.,6505551386,CA,24-03-2009 00:00
10169,38,Motorcycles,74.11,"Anna's Decorations, Ltd",02 9936 8555,NSW,25-03-2009 00:00
10180,35,Motorcycles,72.03,Daedalus Designs Imports,20.16.1555,,26-03-2009 00:00
10190,42,Motorcycles,76.19,Euro Shopping Channel,(91) 555 94 44,,27-03-2009 00:00
10211,21,Motorcycles,63.72,Auto Canal Petit,(1) 47.55.6555,,28-03-2009 00:00
10224,37,Motorcycles,80.34,Daedalus Designs Imports,20.16.1555,,29-03-2009 00:00
10237,26,Motorcycles,79.65,Vitachrome Inc.,2125551500,NY,30-03-2009 00:00
10252,47,Motorcycles,65.8,Auto Canal Petit,(1) 47.55.6555,,31-03-2009 00:00
10264,37,Motorcycles,65.1,Gifts4AllAges.com,6175559555,MA,01-04-2009 00:00
10276,46,Motorcycles,75.49,Online Mini Collectables,6175557555,MA,02-04-2009 00:00
10285,38,Motorcycles,59.56,Marta's Replicas Co.,6175558555,MA,03-04-2009 00:00
10299,33,Motorcycles,66.49,"Toys of Finland, Co.",90-224 8555,,04-04-2009 00:00
10309,24,Motorcycles,56.1,Baane Mini Imports,07-98 9555,,05-04-2009 00:00
10319,31,Motorcycles,81.73,Microscale Inc.,2125551957,NY,06-04-2009 00:00
10330,42,Motorcycles,81.03,Cruz & Sons Co.,+63 2 555 3587,,07-04-2009 00:00
10341,32,Motorcycles,100,Salzburg Collectables,6562-9555,,08-04-2009 00:00
10355,41,Motorcycles,70.65,Euro Shopping Channel,(91) 555 94 44,,09-04-2009 00:00
10363,43,Motorcycles,61.23,Suominen Souveniers,+358 9 8045 555,,10-04-2009 00:00
10375,20,Motorcycles,100,La Rochelle Gifts,40.67.8555,,11-04-2009 00:00
10390,35,Motorcycles,65.13,Mini Gifts Distributors Ltd.,4155551450,CA,12-04-2009 00:00
10403,27,Motorcycles,79.65,"UK Collectables, Ltd.",(171) 555-2282,,13-04-2009 00:00
10110,43,Classic Cars,78.15,"AV Stores, Co.",(171) 555-1555,,14-04-2009 00:00
10124,32,Classic Cars,72.7,Signal Gift Stores,7025551838,NV,15-04-2009 00:00
10148,21,Classic Cars,73.6,"Anna's Decorations, Ltd",02 9936 8555,NSW,16-04-2009 00:00
10161,20,Classic Cars,100,Heintze Collectables,86 21 3555,,17-04-2009 00:00
10172,22,Classic Cars,74.51,Gift Depot Inc.,2035552570,CT,18-04-2009 00:00
10182,36,Classic Cars,73.6,Mini Gifts Distributors Ltd.,4155551450,CA,19-04-2009 00:00
10192,46,Classic Cars,83.6,Online Diecast Creations Co.,6035558647,NH,20-04-2009 00:00
10204,47,Classic Cars,96.32,Muscle Machine Inc,2125557413,NY,21-04-2009 00:00
10212,45,Classic Cars,88.14,Euro Shopping Channel,(91) 555 94 44,,22-04-2009 00:00
10227,47,Classic Cars,88.14,"Saveley & Henriot, Co.",78.32.5555,,23-04-2009 00:00
10241,47,Classic Cars,94.5,Mini Caravy,88.60.1555,,24-04-2009 00:00
10267,38,Classic Cars,87.24,Muscle Machine Inc,2125557413,NY,25-04-2009 00:00
10279,49,Classic Cars,79.97,Euro Shopping Channel,(91) 555 94 44,,26-04-2009 00:00
10288,35,Classic Cars,80.87,Handji Gifts& Co,+65 224 1555,,27-04-2009 00:00
10302,49,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,28-04-2009 00:00
10311,28,Classic Cars,93.6,Euro Shopping Channel,(91) 555 94 44,,29-04-2009 00:00
10321,30,Classic Cars,72.7,FunGiftIdeas.com,5085552555,MA,30-04-2009 00:00
10332,39,Classic Cars,86.72,"AV Stores, Co.",(171) 555-1555,,01-05-2009 00:00
10346,25,Classic Cars,100,Signal Gift Stores,7025551838,NV,02-05-2009 00:00
10368,40,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,03-05-2009 00:00
10380,36,Classic Cars,37.5,Euro Shopping Channel,(91) 555 94 44,,04-05-2009 00:00
10407,76,Classic Cars,94.5,The Sharp Gifts Warehouse,4085553659,CA,05-05-2009 00:00
10420,39,Classic Cars,100,Souveniers And Things Co.,+61 2 9495 8555,NSW,06-05-2009 00:00
10104,44,Classic Cars,39.6,Euro Shopping Channel,(91) 555 94 44,,07-05-2009 00:00
10114,24,Classic Cars,30.06,"La Corne D'abondance, Co.",(1) 42.34.2555,,08-05-2009 00:00
10127,39,Classic Cars,38.19,Muscle Machine Inc,2125557413,NY,09-05-2009 00:00
10141,21,Classic Cars,42.43,Suominen Souveniers,+358 9 8045 555,,10-05-2009 00:00
10151,30,Classic Cars,40.31,"Oulu Toy Supplies, Inc.",981-443655,,11-05-2009 00:00
10165,27,Classic Cars,31.82,"Dragon Souveniers, Ltd.",+65 221 7555,,12-05-2009 00:00
10175,37,Classic Cars,31.12,"Stylish Desk Decors, Co.",(171) 555-0297,,13-05-2009 00:00
10184,42,Classic Cars,31.82,"Iberia Gift Imports, Corp.",(95) 555 82 82,,14-05-2009 00:00
10195,32,Classic Cars,28.29,Mini Classics,9145554562,NY,15-05-2009 00:00
10207,42,Classic Cars,29.7,Diecast Collectables,6175552555,MA,16-05-2009 00:00
10219,21,Classic Cars,40.31,Signal Collectibles Ltd.,4155554312,CA,17-05-2009 00:00
10229,33,Classic Cars,32.88,Mini Gifts Distributors Ltd.,4155551450,CA,18-05-2009 00:00
10246,49,Classic Cars,36.07,Euro Shopping Channel,(91) 555 94 44,,19-05-2009 00:00
10259,31,Classic Cars,33.24,Handji Gifts& Co,+65 224 1555,,20-05-2009 00:00
10271,38,Classic Cars,41.72,Mini Gifts Distributors Ltd.,4155551450,CA,21-05-2009 00:00
10281,20,Classic Cars,40.66,Diecast Classics Inc.,2155551555,PA,22-05-2009 00:00
10292,39,Classic Cars,30.06,Land of Toys Inc.,2125557818,NY,23-05-2009 00:00
10305,48,Classic Cars,31.47,Marta's Replicas Co.,6175558555,MA,24-05-2009 00:00
10314,39,Classic Cars,37.13,Heintze Collectables,86 21 3555,,25-05-2009 00:00
10324,30,Classic Cars,100,Vitachrome Inc.,2125551500,NY,26-05-2009 00:00
10335,33,Classic Cars,37.13,Mini Gifts Distributors Ltd.,4155551450,CA,27-05-2009 00:00
10349,36,Classic Cars,37.13,Muscle Machine Inc,2125557413,NY,28-05-2009 00:00
10358,36,Classic Cars,82.94,Euro Shopping Channel,(91) 555 94 44,,29-05-2009 00:00
10371,45,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,30-05-2009 00:00
10383,40,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,31-05-2009 00:00
10394,46,Classic Cars,38.9,Euro Shopping Channel,(91) 555 94 44,,01-06-2009 00:00
10412,30,Classic Cars,36.07,Euro Shopping Channel,(91) 555 94 44,,02-06-2009 00:00
10425,31,Classic Cars,33.24,La Rochelle Gifts,40.67.8555,,03-06-2009 00:00
10106,49,Planes,74.68,Rovelli Gifts,035-640555,,04-06-2009 00:00
10119,41,Planes,59.6,Salzburg Collectables,6562-9555,,05-06-2009 00:00
10131,35,Planes,67.14,Gift Ideas Corp.,2035554407,CT,06-06-2009 00:00
10143,27,Planes,60.97,Mini Creations Ltd.,5085559555,MA,07-06-2009 00:00
10155,23,Planes,72.62,"Toys of Finland, Co.",90-224 8555,,08-06-2009 00:00
10167,21,Planes,69.88,Scandinavian Gift Ideas,0695-34 6555,,09-06-2009 00:00
10178,34,Planes,80.84,Alpha Cognac,61.77.6555,,10-06-2009 00:00
10186,22,Planes,69.2,"Double Decker Gift Stores, Ltd",(171) 555-7555,,11-06-2009 00:00
10198,48,Planes,67.82,Cruz & Sons Co.,+63 2 555 3587,,12-06-2009 00:00
10209,43,Planes,82.21,"Men 'R' US Retailers, Ltd.",2155554369,CA,13-06-2009 00:00
10222,32,Planes,81.53,Collectable Mini Designs Co.,7605558146,CA,14-06-2009 00:00
10249,20,Planes,67.82,Cambridge Collectables Co.,6175555555,MA,15-06-2009 00:00
10262,24,Planes,67.14,Euro Shopping Channel,(91) 555 94 44,,16-06-2009 00:00
10274,40,Planes,65.08,Collectables For Less Inc.,6175558555,MA,17-06-2009 00:00
10284,30,Planes,73.99,"Norway Gifts By Mail, Co.",+47 2212 1555,,18-06-2009 00:00
10296,21,Planes,71.25,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,,19-06-2009 00:00
10307,25,Planes,75.36,"Classic Gift Ideas, Inc",2155554695,PA,20-06-2009 00:00
10316,34,Planes,63.71,giftsbymail.co.uk,(198) 555-8888,Isle of Wight,21-06-2009 00:00
10328,48,Planes,58.92,Rovelli Gifts,035-640555,,22-06-2009 00:00
10339,55,Planes,100,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,23-06-2009 00:00
10351,25,Planes,74.68,"Stylish Desk Decors, Co.",(171) 555-0297,,24-06-2009 00:00
10373,38,Planes,70.44,"Oulu Toy Supplies, Inc.",981-443655,,25-06-2009 00:00
10386,39,Planes,55.96,Euro Shopping Channel,(91) 555 94 44,,26-06-2009 00:00
10398,28,Planes,57.55,Reims Collectables,26.47.1555,,27-06-2009 00:00
10400,24,Planes,61.66,The Sharp Gifts Warehouse,4085553659,CA,28-06-2009 00:00
10415,21,Planes,67.82,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,29-06-2009 00:00
10110,46,Classic Cars,100,"AV Stores, Co.",(171) 555-1555,,30-06-2009 00:00
10124,25,Classic Cars,93.95,Signal Gift Stores,7025551838,NV,01-07-2009 00:00
10148,34,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,02-07-2009 00:00
10161,25,Classic Cars,100,Heintze Collectables,86 21 3555,,03-07-2009 00:00
10173,23,Classic Cars,100,Rovelli Gifts,035-640555,,04-07-2009 00:00
10182,20,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,05-07-2009 00:00
10192,23,Classic Cars,100,Online Diecast Creations Co.,6035558647,NH,06-07-2009 00:00
10204,42,Classic Cars,100,Muscle Machine Inc,2125557413,NY,07-07-2009 00:00
10213,27,Classic Cars,100,"Double Decker Gift Stores, Ltd",(171) 555-7555,,08-07-2009 00:00
10227,33,Classic Cars,100,"Saveley & Henriot, Co.",78.32.5555,,09-07-2009 00:00
10241,28,Classic Cars,98.65,Mini Caravy,88.60.1555,,10-07-2009 00:00
10267,43,Classic Cars,100,Muscle Machine Inc,2125557413,NY,11-07-2009 00:00
10279,48,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,12-07-2009 00:00
10288,48,Classic Cars,100,Handji Gifts& Co,+65 224 1555,,13-07-2009 00:00
10302,45,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,14-07-2009 00:00
10311,43,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,15-07-2009 00:00
10332,44,Classic Cars,42.26,"AV Stores, Co.",(171) 555-1555,,16-07-2009 00:00
10346,24,Classic Cars,87.24,Signal Gift Stores,7025551838,NV,17-07-2009 00:00
10368,31,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,18-07-2009 00:00
10380,44,Classic Cars,36.29,Euro Shopping Channel,(91) 555 94 44,,19-07-2009 00:00
10407,59,Classic Cars,98.65,The Sharp Gifts Warehouse,4085553659,CA,20-07-2009 00:00
10420,55,Classic Cars,96.3,Souveniers And Things Co.,+61 2 9495 8555,NSW,21-07-2009 00:00
10109,29,Classic Cars,32.1,Motor Mint Distributors Inc.,2155559857,PA,22-07-2009 00:00
10122,39,Classic Cars,30.96,Marseille Mini Autos,91.24.4555,,23-07-2009 00:00
10135,20,Classic Cars,35.87,Mini Gifts Distributors Ltd.,4155551450,CA,24-07-2009 00:00
10147,25,Classic Cars,42.67,Collectables For Less Inc.,6175558555,MA,25-07-2009 00:00
10160,42,Classic Cars,37,"Men 'R' US Retailers, Ltd.",2155554369,CA,26-07-2009 00:00
10171,36,Classic Cars,35.49,Quebec Home Shopping Network,(514) 555-8054,Quebec,27-07-2009 00:00
10181,37,Classic Cars,42.67,Herkku Gifts,+47 2267 3215,,28-07-2009 00:00
10192,30,Classic Cars,30.59,Online Diecast Creations Co.,6035558647,NH,29-07-2009 00:00
10203,21,Classic Cars,37,Euro Shopping Channel,(91) 555 94 44,,30-07-2009 00:00
10212,34,Classic Cars,43.42,Euro Shopping Channel,(91) 555 94 44,,31-07-2009 00:00
10225,42,Classic Cars,36.63,"Vida Sport, Ltd",0897-034555,,01-08-2009 00:00
10239,20,Classic Cars,44.56,"Oulu Toy Supplies, Inc.",981-443655,,02-08-2009 00:00
10253,40,Classic Cars,42.67,"UK Collectables, Ltd.",(171) 555-2282,,03-08-2009 00:00
10266,34,Classic Cars,40.4,L'ordine Souveniers,0522-556555,,04-08-2009 00:00
10278,31,Classic Cars,38.89,Signal Gift Stores,7025551838,NV,05-08-2009 00:00
10287,36,Classic Cars,39.65,"Vida Sport, Ltd",0897-034555,,06-08-2009 00:00
10301,48,Classic Cars,34.36,"Norway Gifts By Mail, Co.",+47 2212 1555,,07-08-2009 00:00
10310,33,Classic Cars,41.91,"Toms Spezialitten, Ltd",0221-5554327,,08-08-2009 00:00
10321,37,Classic Cars,33.23,FunGiftIdeas.com,5085552555,MA,09-08-2009 00:00
10331,27,Classic Cars,42.24,Motor Mint Distributors Inc.,2155559857,PA,10-08-2009 00:00
10342,39,Classic Cars,40.4,"Australian Collectors, Co.",03 9520 4555,Victoria,11-08-2009 00:00
10355,36,Classic Cars,38.52,Euro Shopping Channel,(91) 555 94 44,,12-08-2009 00:00
10367,36,Classic Cars,100,Toys4GrownUps.com,6265557265,CA,13-08-2009 00:00
10378,41,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,14-08-2009 00:00
10390,37,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,15-08-2009 00:00
10405,47,Classic Cars,44.56,Mini Caravy,88.60.1555,,16-08-2009 00:00
10419,15,Classic Cars,42.67,Salzburg Collectables,6562-9555,,17-08-2009 00:00
10105,44,Vintage Cars,72.58,Danish Wholesale Imports,31 12 3555,,18-08-2009 00:00
10119,35,Vintage Cars,87.62,Salzburg Collectables,6562-9555,,19-08-2009 00:00
10129,41,Vintage Cars,94.71,"Stylish Desk Decors, Co.",(171) 555-0297,,20-08-2009 00:00
10142,49,Vintage Cars,98.25,Mini Gifts Distributors Ltd.,4155551450,CA,21-08-2009 00:00
10154,31,Vintage Cars,91.17,Boards & Toys Co.,3105552373,CA,22-08-2009 00:00
10167,20,Vintage Cars,79.66,Scandinavian Gift Ideas,0695-34 6555,,23-08-2009 00:00
10177,45,Vintage Cars,72.58,CAF Imports,+34 913 728 555,,24-08-2009 00:00
10185,33,Vintage Cars,74.35,Mini Creations Ltd.,5085559555,MA,25-08-2009 00:00
10197,47,Vintage Cars,83.2,Enaco Distributors,(93) 203 4555,,26-08-2009 00:00
10208,20,Vintage Cars,89.4,"Saveley & Henriot, Co.",78.32.5555,,27-08-2009 00:00
10222,47,Vintage Cars,70.81,Collectable Mini Designs Co.,7605558146,CA,28-08-2009 00:00
10233,40,Vintage Cars,94.71,Tekni Collectables Inc.,2015559350,NJ,29-08-2009 00:00
10248,30,Vintage Cars,100,Land of Toys Inc.,2125557818,NY,30-08-2009 00:00
10261,22,Vintage Cars,91.17,Quebec Home Shopping Network,(514) 555-8054,Quebec,31-08-2009 00:00
10273,27,Vintage Cars,100,Petit Auto,(02) 5554 67,,01-09-2009 00:00
10283,34,Vintage Cars,92.94,"Royal Canadian Collectables, Ltd.",(604) 555-4555,BC,02-09-2009 00:00
10295,46,Vintage Cars,84.97,Gifts4AllAges.com,6175559555,MA,03-09-2009 00:00
10306,31,Vintage Cars,84.08,"AV Stores, Co.",(171) 555-1555,,04-09-2009 00:00
10315,24,Vintage Cars,86.74,La Rochelle Gifts,40.67.8555,,05-09-2009 00:00
10326,41,Vintage Cars,85.85,"Volvo Model Replicas, Co",0921-12 3555,,06-09-2009 00:00
10339,55,Vintage Cars,100,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,07-09-2009 00:00
10350,30,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,08-09-2009 00:00
10373,33,Vintage Cars,57.32,"Oulu Toy Supplies, Inc.",981-443655,,09-09-2009 00:00
10384,43,Vintage Cars,97.87,Corporate Gift Ideas Co.,6505551386,CA,10-09-2009 00:00
10396,27,Vintage Cars,83.2,Mini Gifts Distributors Ltd.,4155551450,CA,11-09-2009 00:00
10414,60,Vintage Cars,100,Gifts4AllAges.com,6175559555,MA,12-09-2009 00:00
10110,27,Classic Cars,73.62,"AV Stores, Co.",(171) 555-1555,,13-09-2009 00:00
10124,49,Classic Cars,83.04,Signal Gift Stores,7025551838,NV,14-09-2009 00:00
10148,31,Classic Cars,73.62,"Anna's Decorations, Ltd",02 9936 8555,NSW,15-09-2009 00:00
10161,20,Classic Cars,77.05,Heintze Collectables,86 21 3555,,16-09-2009 00:00
10172,24,Classic Cars,81.33,Gift Depot Inc.,2035552570,CT,17-09-2009 00:00
10182,33,Classic Cars,94.17,Mini Gifts Distributors Ltd.,4155551450,CA,18-09-2009 00:00
10192,32,Classic Cars,72.77,Online Diecast Creations Co.,6035558647,NH,19-09-2009 00:00
10204,40,Classic Cars,79.62,Muscle Machine Inc,2125557413,NY,20-09-2009 00:00
10212,27,Classic Cars,79.62,Euro Shopping Channel,(91) 555 94 44,,21-09-2009 00:00
10227,40,Classic Cars,79.62,"Saveley & Henriot, Co.",78.32.5555,,22-09-2009 00:00
10241,26,Classic Cars,81.33,Mini Caravy,88.60.1555,,23-09-2009 00:00
10267,44,Classic Cars,96.74,Muscle Machine Inc,2125557413,NY,24-09-2009 00:00
10279,33,Classic Cars,71.06,Euro Shopping Channel,(91) 555 94 44,,25-09-2009 00:00
10288,34,Classic Cars,68.49,Handji Gifts& Co,+65 224 1555,,26-09-2009 00:00
10302,48,Classic Cars,74.48,"UK Collectables, Ltd.",(171) 555-2282,,27-09-2009 00:00
10311,25,Classic Cars,83.04,Euro Shopping Channel,(91) 555 94 44,,28-09-2009 00:00
10321,39,Classic Cars,84.75,FunGiftIdeas.com,5085552555,MA,29-09-2009 00:00
10332,45,Classic Cars,34.19,"AV Stores, Co.",(171) 555-1555,,30-09-2009 00:00
10346,24,Classic Cars,100,Signal Gift Stores,7025551838,NV,01-10-2009 00:00
10368,46,Classic Cars,79.62,Mini Gifts Distributors Ltd.,4155551450,CA,02-10-2009 00:00
10380,44,Classic Cars,79.06,Euro Shopping Channel,(91) 555 94 44,,03-10-2009 00:00
10407,13,Classic Cars,81.33,The Sharp Gifts Warehouse,4085553659,CA,04-10-2009 00:00
10420,35,Classic Cars,96.74,Souveniers And Things Co.,+61 2 9495 8555,NSW,05-10-2009 00:00
10108,30,Classic Cars,63.07,Cruz & Sons Co.,+63 2 555 3587,,06-10-2009 00:00
10122,34,Classic Cars,50.21,Marseille Mini Autos,91.24.4555,,07-10-2009 00:00
10135,27,Classic Cars,66.13,Mini Gifts Distributors Ltd.,4155551450,CA,08-10-2009 00:00
10147,30,Classic Cars,68.58,Collectables For Less Inc.,6175558555,MA,09-10-2009 00:00
10159,50,Classic Cars,69.8,Corporate Gift Ideas Co.,6505551386,CA,10-10-2009 00:00
10169,34,Classic Cars,50.21,"Anna's Decorations, Ltd",02 9936 8555,NSW,11-10-2009 00:00
10181,23,Classic Cars,65.52,Herkku Gifts,+47 2267 3215,,12-10-2009 00:00
10191,48,Classic Cars,60.01,"Toms Spezialitten, Ltd",0221-5554327,,13-10-2009 00:00
10203,34,Classic Cars,64.9,Euro Shopping Channel,(91) 555 94 44,,14-10-2009 00:00
10211,48,Classic Cars,48.98,Auto Canal Petit,(1) 47.55.6555,,15-10-2009 00:00
10225,24,Classic Cars,50.21,"Vida Sport, Ltd",0897-034555,,16-10-2009 00:00
10238,47,Classic Cars,62.45,Danish Wholesale Imports,31 12 3555,,17-10-2009 00:00
10253,24,Classic Cars,52.66,"UK Collectables, Ltd.",(171) 555-2282,,18-10-2009 00:00
10266,47,Classic Cars,62.45,L'ordine Souveniers,0522-556555,,19-10-2009 00:00
10276,20,Classic Cars,61.23,Online Mini Collectables,6175557555,MA,20-10-2009 00:00
10287,20,Classic Cars,67.97,"Vida Sport, Ltd",0897-034555,,21-10-2009 00:00
10300,31,Classic Cars,58.78,"Blauer See Auto, Co.",+49 69 66 90 2555,,22-10-2009 00:00
10310,38,Classic Cars,56.94,"Toms Spezialitten, Ltd",0221-5554327,,23-10-2009 00:00
10320,26,Classic Cars,61.23,"Volvo Model Replicas, Co",0921-12 3555,,24-10-2009 00:00
10331,25,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,25-10-2009 00:00
10342,48,Classic Cars,62.45,"Australian Collectors, Co.",03 9520 4555,Victoria,26-10-2009 00:00
10355,44,Classic Cars,62.45,Euro Shopping Channel,(91) 555 94 44,,27-10-2009 00:00
10363,21,Classic Cars,100,Suominen Souveniers,+358 9 8045 555,,28-10-2009 00:00
10378,46,Classic Cars,41.54,Euro Shopping Channel,(91) 555 94 44,,29-10-2009 00:00
10390,46,Classic Cars,52.84,Mini Gifts Distributors Ltd.,4155551450,CA,30-10-2009 00:00
10419,55,Classic Cars,52.66,Salzburg Collectables,6562-9555,,31-10-2009 00:00
10106,31,Vintage Cars,52.6,Rovelli Gifts,035-640555,,01-11-2009 00:00
10119,20,Vintage Cars,72.98,Salzburg Collectables,6562-9555,,02-11-2009 00:00
10131,29,Vintage Cars,59.18,Gift Ideas Corp.,2035554407,CT,03-11-2009 00:00
10143,33,Vintage Cars,77.59,Mini Creations Ltd.,5085559555,MA,04-11-2009 00:00
10155,34,Vintage Cars,55.89,"Toys of Finland, Co.",90-224 8555,,05-11-2009 00:00
10167,32,Vintage Cars,63.12,Scandinavian Gift Ideas,0695-34 6555,,06-11-2009 00:00
10178,27,Vintage Cars,73.64,Alpha Cognac,61.77.6555,,07-11-2009 00:00
10186,21,Vintage Cars,69.04,"Double Decker Gift Stores, Ltd",(171) 555-7555,,08-11-2009 00:00
10198,27,Vintage Cars,71.67,Cruz & Sons Co.,+63 2 555 3587,,09-11-2009 00:00
10209,36,Vintage Cars,77.59,"Men 'R' US Retailers, Ltd.",2155554369,CA,10-11-2009 00:00
10222,43,Vintage Cars,70.35,Collectable Mini Designs Co.,7605558146,CA,11-11-2009 00:00
10249,25,Vintage Cars,69.7,Cambridge Collectables Co.,6175555555,MA,12-11-2009 00:00
10262,46,Vintage Cars,70.35,Euro Shopping Channel,(91) 555 94 44,,13-11-2009 00:00
10274,24,Vintage Cars,72.33,Collectables For Less Inc.,6175558555,MA,14-11-2009 00:00
10284,39,Vintage Cars,71.67,"Norway Gifts By Mail, Co.",+47 2212 1555,,15-11-2009 00:00
10296,31,Vintage Cars,53.92,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,,16-11-2009 00:00
10307,22,Vintage Cars,71.67,"Classic Gift Ideas, Inc",2155554695,PA,17-11-2009 00:00
10316,47,Vintage Cars,76.93,giftsbymail.co.uk,(198) 555-8888,Isle of Wight,18-11-2009 00:00
10328,20,Vintage Cars,72.98,Rovelli Gifts,035-640555,,19-11-2009 00:00
10339,29,Vintage Cars,99.69,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,20-11-2009 00:00
